496.0,48.0
512.0,48.0
528.0,48.0
496.0,64.0
512.0,64.0
528.0,64.0
496.0,80.0
512.0,96.0
496.0,96.0
512.0,80.0
528.0,80.0
528.0,96.0
608.0,16.0
624.0,16.0
640.0,16.0
608.0,32.0
624.0,32.0
640.0,32.0
608.0,48.0
624.0,64.0
608.0,64.0
624.0,48.0
640.0,48.0
640.0,64.0
624.0,144.0
640.0,144.0
656.0,144.0
624.0,160.0
640.0,160.0
656.0,160.0
624.0,176.0
640.0,192.0
624.0,192.0
640.0,176.0
656.0,176.0
656.0,192.0
128.0,32.0
144.0,32.0
160.0,32.0
128.0,48.0
144.0,48.0
160.0,48.0
128.0,64.0
144.0,80.0
128.0,80.0
144.0,64.0
160.0,64.0
160.0,80.0
16.0,64.0
32.0,64.0
48.0,64.0
16.0,80.0
32.0,80.0
48.0,80.0
16.0,96.0
32.0,112.0
16.0,112.0
32.0,96.0
48.0,96.0
48.0,112.0
0.0,304.0
16.0,304.0
32.0,304.0
0.0,320.0
16.0,320.0
32.0,320.0
0.0,336.0
16.0,352.0
0.0,352.0
16.0,336.0
32.0,336.0
32.0,352.0
64.0,400.0
80.0,400.0
96.0,400.0
64.0,416.0
80.0,416.0
96.0,416.0
64.0,432.0
80.0,448.0
64.0,448.0
80.0,432.0
96.0,432.0
96.0,448.0
112.0,320.0
128.0,320.0
144.0,320.0
112.0,336.0
128.0,336.0
144.0,336.0
112.0,352.0
128.0,368.0
112.0,368.0
128.0,352.0
144.0,352.0
144.0,368.0
256.0,240.0
272.0,240.0
288.0,240.0
256.0,256.0
272.0,256.0
288.0,256.0
256.0,272.0
272.0,288.0
256.0,288.0
272.0,272.0
288.0,272.0
288.0,288.0
672.0,224.0
688.0,224.0
704.0,224.0
672.0,240.0
688.0,240.0
704.0,240.0
672.0,256.0
688.0,272.0
672.0,272.0
688.0,256.0
704.0,256.0
704.0,272.0
512.0,208.0
528.0,208.0
544.0,208.0
512.0,224.0
528.0,224.0
544.0,224.0
512.0,240.0
528.0,256.0
512.0,256.0
528.0,240.0
544.0,240.0
544.0,256.0
192.0,272.0
208.0,272.0
224.0,272.0
192.0,288.0
208.0,288.0
224.0,288.0
192.0,304.0
208.0,320.0
192.0,320.0
208.0,304.0
224.0,304.0
224.0,320.0
592.0,256.0
608.0,256.0
624.0,256.0
592.0,272.0
608.0,272.0
624.0,272.0
592.0,288.0
608.0,304.0
592.0,304.0
608.0,288.0
624.0,288.0
624.0,304.0
144.0,528.0
160.0,528.0
176.0,528.0
144.0,544.0
160.0,544.0
176.0,544.0
144.0,560.0
160.0,576.0
144.0,576.0
160.0,560.0
176.0,560.0
176.0,576.0
272.0,544.0
288.0,544.0
304.0,544.0
272.0,560.0
288.0,560.0
304.0,560.0
272.0,576.0
288.0,592.0
272.0,592.0
288.0,576.0
304.0,576.0
304.0,592.0
432.0,496.0
448.0,496.0
464.0,496.0
432.0,512.0
448.0,512.0
464.0,512.0
432.0,528.0
448.0,544.0
432.0,544.0
448.0,528.0
464.0,528.0
464.0,544.0
528.0,448.0
544.0,448.0
560.0,448.0
528.0,464.0
544.0,464.0
560.0,464.0
528.0,480.0
544.0,496.0
528.0,496.0
544.0,480.0
560.0,480.0
560.0,496.0
544.0,368.0
560.0,368.0
576.0,368.0
544.0,384.0
560.0,384.0
576.0,384.0
544.0,400.0
560.0,416.0
544.0,416.0
560.0,400.0
576.0,400.0
576.0,416.0
48.0,560.0
64.0,560.0
80.0,560.0
48.0,576.0
64.0,576.0
80.0,576.0
48.0,592.0
64.0,608.0
48.0,608.0
64.0,592.0
80.0,592.0
80.0,608.0
640.0,544.0
656.0,544.0
672.0,544.0
640.0,560.0
656.0,560.0
672.0,560.0
640.0,576.0
656.0,592.0
640.0,592.0
656.0,576.0
672.0,576.0
672.0,592.0
736.0,448.0
752.0,448.0
768.0,448.0
736.0,464.0
752.0,464.0
768.0,464.0
736.0,480.0
752.0,496.0
736.0,496.0
752.0,480.0
768.0,480.0
768.0,496.0
752.0,224.0
768.0,224.0
784.0,224.0
752.0,240.0
768.0,240.0
784.0,240.0
752.0,256.0
768.0,272.0
752.0,272.0
768.0,256.0
784.0,256.0
784.0,272.0
752.0,64.0
768.0,64.0
784.0,64.0
752.0,80.0
768.0,80.0
784.0,80.0
752.0,96.0
768.0,112.0
752.0,112.0
768.0,96.0
784.0,96.0
784.0,112.0
336.0,240.0
352.0,240.0
368.0,240.0
336.0,256.0
352.0,256.0
368.0,256.0
336.0,272.0
352.0,288.0
336.0,288.0
352.0,272.0
368.0,272.0
368.0,288.0
176.0,448.0
192.0,448.0
208.0,448.0
176.0,464.0
192.0,464.0
208.0,464.0
176.0,480.0
192.0,496.0
176.0,496.0
192.0,480.0
208.0,480.0
208.0,496.0
448.0,624.0
464.0,624.0
480.0,624.0
448.0,640.0
464.0,640.0
480.0,640.0
448.0,656.0
464.0,672.0
448.0,672.0
464.0,656.0
480.0,656.0
480.0,672.0
560.0,592.0
576.0,592.0
592.0,592.0
560.0,608.0
576.0,608.0
592.0,608.0
560.0,624.0
576.0,640.0
560.0,640.0
576.0,624.0
592.0,624.0
592.0,640.0
576.0,720.0
592.0,720.0
608.0,720.0
576.0,736.0
592.0,736.0
608.0,736.0
576.0,752.0
592.0,768.0
576.0,768.0
592.0,752.0
608.0,752.0
608.0,768.0
80.0,608.0
96.0,608.0
112.0,608.0
80.0,624.0
96.0,624.0
112.0,624.0
80.0,640.0
96.0,656.0
80.0,656.0
96.0,640.0
112.0,640.0
112.0,656.0
16.0,976.0
32.0,976.0
48.0,976.0
16.0,992.0
32.0,992.0
48.0,992.0
16.0,1008.0
32.0,1024.0
16.0,1024.0
32.0,1008.0
48.0,1008.0
48.0,1024.0
64.0,896.0
80.0,896.0
96.0,896.0
64.0,912.0
80.0,912.0
96.0,912.0
64.0,928.0
80.0,944.0
64.0,944.0
80.0,928.0
96.0,928.0
96.0,944.0
208.0,816.0
224.0,816.0
240.0,816.0
208.0,832.0
224.0,832.0
240.0,832.0
208.0,848.0
224.0,864.0
208.0,864.0
224.0,848.0
240.0,848.0
240.0,864.0
624.0,800.0
640.0,800.0
656.0,800.0
624.0,816.0
640.0,816.0
656.0,816.0
624.0,832.0
640.0,848.0
624.0,848.0
640.0,832.0
656.0,832.0
656.0,848.0
464.0,784.0
480.0,784.0
496.0,784.0
464.0,800.0
480.0,800.0
496.0,800.0
464.0,816.0
480.0,832.0
464.0,832.0
480.0,816.0
496.0,816.0
496.0,832.0
144.0,848.0
160.0,848.0
176.0,848.0
144.0,864.0
160.0,864.0
176.0,864.0
144.0,880.0
160.0,896.0
144.0,896.0
160.0,880.0
176.0,880.0
176.0,896.0
544.0,832.0
560.0,832.0
576.0,832.0
544.0,848.0
560.0,848.0
576.0,848.0
544.0,864.0
560.0,880.0
544.0,880.0
560.0,864.0
576.0,864.0
576.0,880.0
96.0,1104.0
112.0,1104.0
128.0,1104.0
96.0,1120.0
112.0,1120.0
128.0,1120.0
96.0,1136.0
112.0,1152.0
96.0,1152.0
112.0,1136.0
128.0,1136.0
128.0,1152.0
224.0,1120.0
240.0,1120.0
256.0,1120.0
224.0,1136.0
240.0,1136.0
256.0,1136.0
224.0,1152.0
240.0,1168.0
224.0,1168.0
240.0,1152.0
256.0,1152.0
256.0,1168.0
384.0,1072.0
400.0,1072.0
416.0,1072.0
384.0,1088.0
400.0,1088.0
416.0,1088.0
384.0,1104.0
400.0,1120.0
384.0,1120.0
400.0,1104.0
416.0,1104.0
416.0,1120.0
480.0,1024.0
496.0,1024.0
512.0,1024.0
480.0,1040.0
496.0,1040.0
512.0,1040.0
480.0,1056.0
496.0,1072.0
480.0,1072.0
496.0,1056.0
512.0,1056.0
512.0,1072.0
496.0,944.0
512.0,944.0
528.0,944.0
496.0,960.0
512.0,960.0
528.0,960.0
496.0,976.0
512.0,992.0
496.0,992.0
512.0,976.0
528.0,976.0
528.0,992.0
0.0,1136.0
16.0,1136.0
32.0,1136.0
0.0,1152.0
16.0,1152.0
32.0,1152.0
0.0,1168.0
16.0,1184.0
0.0,1184.0
16.0,1168.0
32.0,1168.0
32.0,1184.0
592.0,1120.0
608.0,1120.0
624.0,1120.0
592.0,1136.0
608.0,1136.0
624.0,1136.0
592.0,1152.0
608.0,1168.0
592.0,1168.0
608.0,1152.0
624.0,1152.0
624.0,1168.0
688.0,1024.0
704.0,1024.0
720.0,1024.0
688.0,1040.0
704.0,1040.0
720.0,1040.0
688.0,1056.0
704.0,1072.0
688.0,1072.0
704.0,1056.0
720.0,1056.0
720.0,1072.0
704.0,800.0
720.0,800.0
736.0,800.0
704.0,816.0
720.0,816.0
736.0,816.0
704.0,832.0
720.0,848.0
704.0,848.0
720.0,832.0
736.0,832.0
736.0,848.0
704.0,640.0
720.0,640.0
736.0,640.0
704.0,656.0
720.0,656.0
736.0,656.0
704.0,672.0
720.0,688.0
704.0,688.0
720.0,672.0
736.0,672.0
736.0,688.0
288.0,816.0
304.0,816.0
320.0,816.0
288.0,832.0
304.0,832.0
320.0,832.0
288.0,848.0
304.0,864.0
288.0,864.0
304.0,848.0
320.0,848.0
320.0,864.0
128.0,1024.0
144.0,1024.0
160.0,1024.0
128.0,1040.0
144.0,1040.0
160.0,1040.0
128.0,1056.0
144.0,1072.0
128.0,1072.0
144.0,1056.0
160.0,1056.0
160.0,1072.0
1424.0,16.0
1440.0,16.0
1456.0,16.0
1424.0,32.0
1440.0,32.0
1456.0,32.0
1424.0,48.0
1440.0,64.0
1424.0,64.0
1440.0,48.0
1456.0,48.0
1456.0,64.0
1568.0,32.0
1552.0,112.0
1568.0,112.0
1584.0,112.0
1552.0,128.0
1568.0,128.0
1584.0,128.0
1552.0,144.0
1568.0,160.0
1552.0,160.0
1568.0,144.0
1584.0,144.0
1584.0,160.0
1056.0,0.0
1072.0,0.0
1088.0,0.0
1056.0,16.0
1072.0,16.0
1088.0,16.0
1056.0,32.0
1072.0,48.0
1056.0,48.0
1072.0,32.0
1088.0,32.0
1088.0,48.0
944.0,32.0
960.0,32.0
976.0,32.0
944.0,48.0
960.0,48.0
976.0,48.0
944.0,64.0
960.0,80.0
944.0,80.0
960.0,64.0
976.0,64.0
976.0,80.0
928.0,272.0
944.0,272.0
960.0,272.0
928.0,288.0
944.0,288.0
960.0,288.0
928.0,304.0
944.0,320.0
928.0,320.0
944.0,304.0
960.0,304.0
960.0,320.0
992.0,368.0
1008.0,368.0
1024.0,368.0
992.0,384.0
1008.0,384.0
1024.0,384.0
992.0,400.0
1008.0,416.0
992.0,416.0
1008.0,400.0
1024.0,400.0
1024.0,416.0
1040.0,288.0
1056.0,288.0
1072.0,288.0
1040.0,304.0
